Project Name,Enbloced,Land Size,Master Plan GFA,Plot Ratio,Postal Code,Property Type,Tenure,Planning Area,District,Age,Number of Units,Average Price,Historical High,Historical Low,Distance to MRT
SETIA RESIDENCES,0,-0.436745983,-0.309335296,0.477445112,309304,0,1, Novena,11,-0.646694449,-0.532010063,0.93787715,1.19108572,1.834738602,0.454579443
PALM MANSIONS,0,-0.543505677,-0.562450391,-0.626859788,118684,0,1, Queenstown,5,-0.212524678,-0.67158635,-0.000159127,-0.082067773,-0.269067832,0.948822588
THE CHUAN,0,-0.120097515,-0.138804029,-0.074707338,556820,1,0, Serangoon,19,-0.994030265,-0.585181982,0.527576893,0.584317458,-0.047717621,0.453817609
ORCHARD COURT,0,-0.310950093,-0.431594067,-0.626859788,238619,0,0, River Valley,9,0.047977185,-0.053462794,0.285456246,0.545897633,-0.572689804,0.340082529
WOODHAVEN,0,1.277198482,0.462078115,-0.626859788,737808,1,0, Woodlands,25,-1.688701899,1.548341261,-0.335068524,-0.235747071,0.279410568,0.844319512
MINBU VILLA,0,-0.428797881,-0.300777182,0.477445112,308185,0,1, Novena,11,1.263652543,-0.465545165,-0.237930301,-0.284765468,-0.737233324,0.758215735
CHARMING GARDEN,0,-0.010001581,8.37E-11,-2.55E-10,268156,1,0, Bukit Timah,10,1.003150681,-0.478838144,0.224563629,0.123279564,-0.451241015,0.4553127
HILLTOPS,0,0.289082563,0.50707723,0.477445112,229808,1,1, Newton,9,-1.341366082,0.910278235,3.231499082,4.459420442,3.041391082,0.557241852
ZEDGE,0,-0.580302447,-0.471269011,0.477445112,309973,1,1, Novena,11,-1.254532128,-0.611767941,0.418840075,0.545897633,0.804382751,0.531012848
GOODLINK PARK,0,-0.753885075,8.37E-11,-2.55E-10,758376,0,1, Mandai,27,0.56898091,-0.67158635,-1.099125893,-1.009442846,-0.748986432,1.076447456
VALLEY PARK,0,3.143923134,3.719879995,0.477445112,248358,1,0, Tanglin,10,-0.125690724,4.147118794,0.979922052,1.025483028,-0.510006558,0.807214162
833 M B RESIDENCES,0,-0.733278884,-0.669209906,-0.626859788,437826,0,1, Marine Parade,15,-1.428200036,-0.67823284,-0.066851042,0.127254029,0.097237385,1.25698941
28 RC SUITES,0,-0.729353895,-0.625078433,1.029597562,218746,0,1, Rochor,8,-1.775535853,-0.392433776,0.482632342,0.365721905,0.731905248,0.29743723
LUTHERAN TOWERS,0,-0.120980638,-0.131823447,-0.051043662,266621,0,0, Bukit Timah,10,0.047977185,-0.000290875,-0.485850244,-0.508660307,-0.837134747,0.275830746
THE MAKENA,0,2.558314812,3.061536229,0.477445112,437932,1,1, Marine Parade,15,-0.212524678,-0.332615368,0.688507382,0.673080501,-0.243602764,1.351404124
FAR HORIZON GARDENS,0,3.155599976,1.517762888,-0.626859788,569758,1,0, Ang Mo Kio,20,0.829482772,-0.512070594,-0.572839698,-0.547080131,-0.839093598,0.309885587
ROBERTSON EDGE,0,-0.687062141,-0.554444414,1.266234327,238010,0,0, River Valley,9,-1.080864219,-0.645000391,1.00311924,0.964541238,0.743658356,0.426777067
EASTWOOD LODGE,0,-0.674992801,-0.636357791,-0.626859788,486137,0,0, Bedok,16,-0.212524678,-0.585181982,-0.442355517,-0.484813519,-0.560936695,1.379211861
THE TREELINE,0,-0.554691895,-0.568760522,-0.626859788,426313,0,1, Bedok,15,-1.080864219,-0.465545165,0.044785424,-0.040998306,-0.274944387,0.392292807
MAYA,0,-0.700112729,-0.650555584,-0.626859788,423953,0,1, Marine Parade,15,-0.994030265,-0.605121452,-0.062501569,-0.105914561,0.091360831,1.276060499
CHILTERN PARK,0,2.648491429,2.19795548,-0.074707338,556112,1,0, Serangoon,19,0.047977185,-0.65829337,-0.190086101,-0.133735813,-0.684344335,0.199628344
HAUS ON HANDY,0,-0.308496975,-0.430174288,-0.626859788,228482,1,0, Museum,9,0.047977185,0.558014273,1.909259384,1.943584351,3.770083813,0.225617653
ONE OXLEY RISE,0,-0.619748584,-0.425954389,1.581750013,238714,0,1, Museum,9,-1.167698174,-0.099988223,0.872635059,1.069202139,0.680975111,0.313656342
TREASURE LOFT,0,-0.749567587,-0.678359595,-0.626859788,307856,0,1, Novena,11,-0.733528403,-0.638353901,-0.024806139,-0.076768487,-0.272985535,0.67749328
MONTEREY PARK CONDOMINIUM,0,1.592865703,0.830353085,-0.469101946,127464,1,0, Clementi,5,-0.820362357,-0.505424104,0.091179799,0.216017072,-0.343504187,1.330315704
RIDGEWOOD,0,5.347902446,4.476385723,-0.074707338,276692,1,0, Bukit Timah,10,1.263652543,2.385798983,0.288355895,0.30080565,-0.801875421,0.703984851
BASSEIN COURT,0,-0.604539252,-0.500650554,0.453781436,309836,0,1, Novena,11,0.221645093,-0.505424104,0.117276636,0.025242771,-0.461035272,0.555489794
NANYANG PARK,0,-0.753001952,-0.680252634,-0.618971896,545630,0,0, Hougang,19,0.047977185,-0.000290875,-0.669977921,-0.694135322,-0.878270627,1.31904262
JERVOIS MEADOWS,0,-0.648891625,-0.621765615,-0.626859788,249063,1,1, Tanglin,10,-0.299358632,-0.598474962,0.616016171,0.480981378,0.016924476,0.592570275
CORONA VILLE,0,-0.152282423,8.37E-11,-2.55E-10,268535,1,1, Bukit Timah,10,1.089984635,-0.419019736,0.275307477,0.181571712,-0.621661089,0.950365784
VERSAILLES,0,-0.295740762,-0.28701321,-0.074707338,438686,1,1, Geylang,15,0.134811139,-0.325968878,0.252110289,0.148451174,-0.525677369,0.420754848
THE LANAI,0,0.262392639,0.108710826,-0.216689397,669600,1,0, Bukit Batok,23,-1.601867944,0.730823009,0.149172769,0.290207078,1.025732962,0.887682081
HILLVIEW 128,0,-0.298684504,-0.324282417,-0.216689397,669595,0,0, Bukit Batok,23,-0.559860494,-0.631707411,-0.430756923,-0.456992267,-0.472788381,0.925685244
ECO,0,2.031679446,1.677369743,-0.074707338,465457,1,0, Bedok,16,-1.862369807,4.280048591,0.065082963,0.365721905,0.788711939,0.459548321
M21,0,-0.548117539,-0.435064639,0.477445112,308208,0,1, Novena,11,-1.254532128,-0.286089939,0.384044294,0.59491603,1.143264048,0.60881284
GISBORNE LIGHT,0,-0.652914739,-0.613838514,-0.469101946,259330,0,1, Tanglin,10,-0.646694449,-0.578535492,0.176719429,0.079560454,0.028677585,0.647841975
MON JERVOIS,0,0.101860599,-0.199262963,-0.626859788,247656,1,0, Tanglin,10,-1.775535853,-0.565242512,0.691407031,1.32886716,1.164811413,0.71257605
CASAFINA,0,1.273764117,0.466929027,-0.618971896,469336,1,0, Bedok,16,-0.299358632,0.797287908,-0.52209585,-0.418572443,-0.576607507,1.001663105
INTERNATIONAL PLAZA,0,-0.094388839,2.079048965,6.219830595,79903,0,0, Downtown Core,2,1.697822314,-0.551949533,-0.24807907,-0.172155637,-0.856723261,0.534041465
SCK VILLE,0,-0.64025665,-0.616875264,-0.626859788,438840,0,1, Marine Parade,15,-0.125690724,-0.598474962,-0.413359033,-0.45964191,-0.586401764,1.19465756
THE OLIV,0,-0.449502196,-0.495760203,-0.547980867,259798,0,1, Tanglin,10,-1.51503399,-0.538656553,1.035015373,1.501093959,2.843547088,0.765202992
RIVERSIDE 48,0,-0.45686155,-0.332406709,0.477445112,238237,0,1, Singapore River,9,-0.386192586,-0.645000391,0.750849824,1.000311419,0.230439282,0.532192421
THE BELLEFORTE,0,-0.469225265,-0.346249557,0.477445112,329973,0,1, Novena,12,-0.646694449,-0.19968557,0.036086479,-0.048947235,-0.439487907,0.684336785
PALM GARDENS,0,2.229695128,2.694247216,0.477445112,689047,1,0, Choa Chu Kang,23,-0.386192586,3.921138139,-0.654029855,-0.578875848,-0.641249604,0.22383771
GEMINI APARTMENTS,0,-0.621612953,8.37E-11,-2.55E-10,457263,0,1, Bedok,15,0.56898091,-0.611767941,-0.088598405,-0.162881887,-0.510006558,0.938213264
MOONSTONE RESIDENCES,0,-0.497485184,-0.377918523,0.477445112,328465,0,1, Kallang,12,-0.733528403,-0.186392591,-0.243729598,-0.245020822,-0.527636221,0.580573183
SAPPHIRE COURT,0,-0.612683604,-0.601376007,-0.626859788,425672,0,1, Bedok,15,0.308479047,-0.618414431,-1.044032573,-0.79614658,-0.376804661,0.954370202
PATERSON LINC,0,-0.684314649,-0.588282487,0.477445112,238509,0,1, River Valley,9,-1.254532128,-0.458898675,1.410519849,1.727638441,2.138360573,0.265663783
PALM GALLERIA,0,-0.553220024,-0.567892879,-0.626859788,425701,0,1, Bedok,15,-1.254532128,-0.66493986,-0.506147783,0.131228494,-0.251438169,0.930293713
GOODWOOD GARDENS,0,-0.455684054,-0.48696546,-0.469101946,259889,0,1, Newton,10,-0.733528403,-0.498777614,1.230741644,1.042705708,0.212809619,0.496923374
VETRO,0,-0.710808323,-0.619044371,0.453781436,328703,0,0, Kallang,12,-1.254532128,-0.478838144,-0.024806139,-0.104589739,0.250027796,0.839596481
THE NASSIM,0,0.298011912,-0.088914562,-0.626859788,258485,1,1, Tanglin,10,-1.688701899,-0.325968878,4.755264348,4.59587706,3.137374802,1.047695477
TOH YI COURT,0,-0.379441147,8.37E-11,-2.55E-10,596553,1,1, Bukit Timah,21,0.916316726,-0.571889002,-0.655479679,-0.61464603,-0.609907981,0.671891718
AMARYLLIS VILLE,0,0.430970906,0.676228157,0.493220896,307953,1,0, Novena,11,-0.733528403,1.375532525,0.658061073,0.760518722,-0.073182689,0.466452109
ORCHID PARK CONDOMINIUM,0,2.972597375,2.471578499,-0.074707338,768445,1,0, Yishun,27,0.134811139,3.396065441,-0.716372297,-0.643792103,-0.741151027,0.500655841
REGENTVILLE,0,-8.70E-12,8.37E-11,-2.55E-10,538683,0,0, Hougang,19,-0.299358632,-0.306029408,-0.696074757,-0.512634772,-0.709809404,1.590666501
VIDA,0,-0.454506557,-0.329527712,0.477445112,228307,0,1, Newton,9,-1.167698174,0.21904329,1.032115725,2.176752941,1.149140602,0.422116135
SANDY EIGHT,0,-0.680487785,-0.639552294,-0.626859788,437324,0,1, Geylang,15,-1.949203761,-0.67823284,0.423189548,0.52602531,1.828862048,0.650785864
LES MAISONS NASSIM,0,-0.214591619,-0.377366387,-0.626859788,257470,1,1, Tanglin,10,0.047977185,-0.598474962,6.21958682,6.311520946,8.436067916,1.039074452
BUTTERWORTH 8,0,0.181537871,0.386080485,0.477445112,439421,1,1, Geylang,15,-0.733528403,0.744115989,0.517428123,0.484955843,-0.177001815,0.726997312
ONEROBEY,0,-0.690202132,-0.644955343,-0.626859788,546256,0,0, Hougang,19,-1.601867944,-0.571889002,0.170920132,0.074261168,0.959132013,0.827825345
LEONIE HILL RESIDENCES,0,1.085266532,1.76279313,0.477445112,239191,0,1, River Valley,9,-0.820362357,-0.638353901,1.249589359,1.184461612,0.594785648,0.727818825
LEVILLE ISUITES,0,-0.567742483,-0.576096048,-0.626859788,429621,0,1, Marine Parade,15,-1.688701899,-0.412373246,0.072332084,0.372346013,0.833765522,1.519350884
VALLEY MANSION,0,-0.333715028,-0.444372081,-0.626859788,238636,0,1, River Valley,9,0.047977185,-0.65829337,0.38259447,0.267685112,-0.218137695,0.437668313
VENEZIO,0,-0.51279264,-0.54517641,-0.626859788,466520,0,1, Bedok,16,-0.907196311,-0.66493986,-0.445255166,-0.274166896,-0.645167307,1.437974952
DUCHESS MANOR,0,-0.518680123,-0.548489228,-0.626859788,268988,1,0, Bukit Timah,10,-0.820362357,-0.345908347,1.41776897,1.213607686,-0.353298444,0.150035767
THE TESSARINA,0,1.850148716,1.493153381,-0.098371015,276305,1,1, Bukit Timah,10,-0.646694449,2.252869186,0.863936114,1.059928388,-0.092771204,0.699902599
NEW COURT,0,-0.694225245,-0.599522406,0.477445112,329387,0,1, Novena,12,-0.386192586,-0.67823284,-0.081349284,-0.156257779,-0.224014249,0.656791541
ARDMORE PARK,0,2.367069735,2.839892908,0.477445112,259955,1,1, Newton,10,-0.47302654,-0.472191654,3.968009791,4.550833128,0.804382751,0.700718781
PRISTINE HEIGHTS,0,-0.591096166,-0.48345545,0.477445112,219053,0,1, Kallang,8,-1.167698174,-0.651646881,0.178169253,0.18819582,0.161879482,0.568910565
MARTIA RESIDENCE,0,-0.647419754,-0.62093741,-0.626859788,424794,0,1, Bedok,15,-0.907196311,-0.67823284,-0.211833465,-0.017151518,-0.506088855,1.527751797
CHELSEA GARDENS,0,-0.156011162,-0.294309298,-0.469101946,257650,1,1, Tanglin,10,-0.386192586,-0.66493986,0.732002109,0.894325697,0.698604773,0.775277626
THE SPRINGBLOOM,0,1.60611254,1.318205023,-0.074707338,556119,1,0, Serangoon,19,-0.299358632,1.780968406,-0.163989265,-0.040998306,-0.670632375,0.060250539
NEWTON IMPERIAL,0,-0.58618993,-0.477973524,0.477445112,307956,0,1, Novena,11,-1.341366082,-0.452252185,0.687057558,0.761843543,1.969899351,0.511453482
GOLDHILL TOWERS,0,-0.386506127,8.37E-11,-2.55E-10,309021,0,1, Novena,11,0.56898091,-0.65829337,0.855237169,0.699576931,-0.241643912,0.834770176
AQUARINE GARDENS,0,-0.693832747,-0.639788924,-0.461214053,455225,0,1, Bedok,15,-0.733528403,-0.611767941,0.031737006,-0.0529217,-0.333709929,1.182184516
ROBERTSON 100,0,-0.190551063,-0.032675527,0.477445112,238250,0,1, Singapore River,9,-0.733528403,0.544721293,0.905981017,0.902274626,0.071772316,0.739151092
THE BEAUMONT,0,-0.09752883,0.071757127,0.477445112,239893,1,1, River Valley,9,0.916316726,-0.266150469,0.82479086,1.161939646,-0.145660192,0.334250036
DEVONSHIRE 12,0,-0.751235707,-0.663649104,0.477445112,239847,1,1, River Valley,9,-1.688701899,-0.67823284,1.001669416,1.195060185,2.122689762,0.271111049
PARRY COURT,0,-0.688239638,-0.643890509,-0.626859788,547261,0,0, Hougang,19,-0.733528403,-0.605121452,-0.91644804,-0.708708358,-0.674550078,0.65180421
ADAM PLACE,0,-0.532711958,-0.556376891,-0.626859788,289880,0,1, Bukit Timah,11,0.308479047,-0.532010063,0.421739724,0.303455293,-0.280820941,0.370352595
THE NAUTICAL,0,1.935615346,0.832522193,-0.626859788,769471,1,0, Sembawang,27,-1.688701899,2.199697267,-0.34376747,-0.009202589,0.195179956,0.498691911
MOUNTBATTEN SUITES,0,-0.600516139,-0.594553179,-0.626859788,437842,0,1, Marine Parade,15,-1.428200036,-0.478838144,-0.243729598,0.155075281,-0.043799918,1.378110406
EDEN CREST,0,-0.676955295,-0.637501502,-0.626859788,539068,0,1, Serangoon,19,-0.820362357,-0.585181982,-0.105996296,-0.178779745,-0.466911827,0.538387942
CALARASI,0,-0.398673592,-0.266899671,0.477445112,328882,0,1, Novena,12,-0.733528403,-0.033523324,-0.352466415,-0.380152618,-0.529595072,0.948505966
THE SANTORINI,0,0.89912394,1.19361939,0.477445112,528568,1,0, Tampines,18,-1.862369807,3.276428623,-0.168338738,0.030542057,0.242192391,1.367817637
PARKVIEW ECLAT,0,-0.247561525,-0.246312871,-0.074707338,249617,1,1, River Valley,10,-1.167698174,-0.458898675,2.725510425,3.622133233,3.433161368,0.964352277
THE ABERDEEN,0,-0.138446838,0.021946537,0.461669328,329023,1,1, Kallang,12,-0.125690724,0.185810841,-0.085698757,-0.034374198,-0.384640067,0.760850586
HILLBROOKS,0,1.013439238,0.686324365,-0.216689397,669590,1,1, Bukit Batok,23,-0.299358632,1.295774647,-0.03205526,0.082210097,-0.523718518,0.657741859
KIM KEAT HOUSE,0,-0.64732163,-0.536105598,0.635202955,328827,0,1, Novena,12,-0.299358632,-0.512070594,-0.54964251,-0.54575531,-0.658879267,1.080667016
DOMAIN 21,0,-0.255019004,-0.252662439,-0.074707338,169813,1,0, Bukit Merah,3,-0.994030265,0.24562925,0.463784627,0.473032449,-0.200508032,0.658743844
111 EMERALD HILL,0,-0.507297656,-0.359776899,0.6904182,229391,0,1, Newton,9,-1.341366082,-0.66493986,1.459813873,2.09858847,2.197126116,0.533917962
THE BOUTIQ,0,-0.462847158,-0.336666047,0.493220896,239565,0,1, River Valley,9,-1.601867944,-0.605121452,0.281106774,1.548787534,0.955214311,0.409450696
SANTA FE MANSIONS,0,-0.551061281,-0.502543593,-0.074707338,438073,0,1, Marine Parade,15,-0.125690724,-0.392433776,0.256459762,0.201444035,-0.337627632,0.917402757
ATTITUDE AT KIM YAM,0,-0.726606403,-0.62795743,0.769297122,239319,0,0, River Valley,9,-1.341366082,-0.472191654,1.165499554,1.161939646,0.988514785,0.528069506
CENTRAL VIEW,0,-0.343429375,-0.204666012,0.477445112,538749,1,0, Hougang,19,-0.559860494,-0.598474962,-0.490199717,-0.487463162,-0.472788381,0.669576213
BOWMONT CENTRE,0,-0.634663541,-0.643732755,-1.03703018,456192,0,1, Bedok,15,-0.646694449,-0.638353901,-0.245179422,-0.23442225,-0.519800815,0.920897654
BAYSHORE PARK,0,3.6185524,4.253993074,0.477445112,469977,1,0, Bedok,16,0.829482772,0.524781824,-0.253878367,-0.129761348,-0.750945284,1.556471138
ONAN SUITES,0,-0.626813564,-0.609263669,-0.626859788,424597,0,1, Geylang,15,-1.428200036,-0.498777614,0.136124351,0.042465451,0.349929219,0.952721277
ORCHARD TOWERS,0,-0.44145597,-0.030112037,2.133902463,229594,0,1, Orchard,9,1.784656268,-0.306029408,0.241961519,0.363072262,-0.396393175,0.511616031
THE SUNSHINE,0,-0.587759925,-0.480497576,0.46955722,535689,0,1, Serangoon,19,-0.646694449,-0.392433776,-0.184286804,-0.20925064,-0.506088855,0.427797989
AIRSTREAM,0,-0.765660041,-0.679818812,0.477445112,327994,0,1, Kallang,12,-1.428200036,-0.645000391,0.179619077,0.319353151,0.671180853,0.717309948
YIKAI COURT,0,-0.613272352,-0.495089752,0.635202955,534969,0,1, Serangoon,19,0.221645093,-0.000290875,-0.48440042,-0.524558165,0.790670791,0.586822665
SIMON PLAZA,0,-0.534870702,-0.557560041,-0.626859788,548008,0,1, Hougang,19,0.482146956,-0.565242512,-0.24807907,-0.308612255,-0.700015147,0.1999622
ONE FORT,0,-0.349611233,-0.331657381,-0.066819446,439069,1,1, Kallang,15,-0.820362357,-0.166453121,0.66386037,0.730047827,-0.196590329,0.713668468
EDEN RESIDENCES CAPITOL,0,0.625159725,-0.142866175,-0.958151259,178884,0,0, Downtown Core,6,-1.775535853,-0.432312715,3.285142578,3.227336417,4.179483762,0.171189068
HERTFORD MANSION,0,-0.674011553,-0.635884531,-0.626859788,219380,1,1, Kallang,8,0.047977185,-0.611767941,-0.221982234,-0.284765468,-0.457117569,0.653656222
SIN MING PLAZA,0,0.260920768,0.559017489,0.635202955,575583,0,1, Bishan,20,0.308479047,-0.611767941,-0.226331707,-0.056896164,-0.764657244,0.378846373
SOMMERVILLE LOFT,0,-0.643985389,-0.618926056,-0.626859788,358178,0,1, Serangoon,13,-0.646694449,-0.571889002,-0.026255963,-0.105914561,-0.568772101,0.51105507
LEICESTER LODGE,0,-0.658311598,-0.593054523,-0.074707338,358843,0,1, Toa Payoh,13,-0.646694449,-0.585181982,-0.32346993,-0.377502975,-0.282779792,0.287690015
BISHOPSGATE RESIDENCES,0,-0.098411952,-0.340057742,-0.70573871,247676,1,1, Tanglin,10,-1.428200036,-0.485484634,3.560609182,3.268405884,4.951271225,1.057103117
SUMMER GREEN,0,-0.648302877,-0.547779339,0.493220896,329585,0,1, Novena,12,-0.038856769,-0.532010063,-0.491649541,-0.509985128,-0.629496495,0.67562686
CELESTIA,0,-0.542622555,-0.561898255,-0.626859788,427305,0,1, Geylang,15,-1.167698174,-0.432312715,-0.092947878,-0.127111705,-0.137824787,0.582259669
PHOENIX RESIDENCES,0,-0.389351744,-0.47667206,-0.626859788,668382,0,0, Bukit Batok,23,0.047977185,-0.19968557,0.305753785,0.322002794,1.576170213,0.378244681
THE BEACON EDGE,0,-0.604735502,-0.596880039,-0.626859788,423728,0,1, Marine Parade,15,-1.167698174,-0.478838144,0.489881463,0.409441016,0.026718733,1.418668135
DUNMAN PLACE,0,-0.444301586,-0.318208916,0.477445112,439204,0,1, Geylang,15,-0.47302654,-0.23291802,0.273857652,0.279608505,-0.310203712,0.809272558
THE VISION,0,0.3983935,0.630124768,0.477445112,126790,1,0, Clementi,5,-1.601867944,1.269188687,0.154972066,0.253112075,0.108990493,1.85666928
LE M RESIDENCE,0,-0.700407103,-0.650752775,-0.626859788,425286,0,1, Bedok,15,-0.820362357,-0.611767941,-0.326369579,-0.380152618,-0.447323312,1.260337221
THE CREST,0,1.554793312,1.274901754,-0.074707338,159017,1,0, Bukit Merah,3,-1.862369807,2.425677922,0.798694024,1.161939646,1.525240076,0.530081652
NEWTON ONE,0,-0.267480843,-0.119242625,0.477445112,307943,1,1, Novena,11,-1.167698174,-0.086695243,1.175648324,0.99236249,0.203015362,0.252205692
THE HILLFORD,0,0.218923389,-0.13340098,-0.626859788,596150,0,0, Bukit Timah,21,-1.775535853,1.176137829,-0.101646823,0.013319377,0.637880379,0.764049896
CLIVEDEN AT GRANGE,0,0.405458479,0.309767348,-0.066819446,249591,1,1, River Valley,10,-1.341366082,-0.618414431,2.191975109,3.798334497,2.827876276,0.788163024
TEMBELING COURT,0,-0.690398381,-0.645113096,-0.626859788,423596,0,1, Marine Parade,15,-1.254532128,-0.611767941,-0.090048229,0.059688131,-0.022252552,0.902386834
DOVER PARKVIEW,0,3.086912673,2.568084052,-0.074707338,138681,1,0, Queenstown,5,-0.125690724,3.86796622,-0.133542956,-0.017151518,-0.649085009,0.72908072
MOUNT SOPHIA SUITES,0,-0.661647839,-0.595894081,-0.074707338,228163,0,1, Rochor,9,-1.254532128,-0.65829337,0.762448418,0.936719986,1.082539653,0.379869931
EASTERN RESIDENCE,0,-0.693930871,-0.646690629,-0.618971896,427966,0,1, Bedok,15,-0.733528403,-0.68487933,-0.414808857,-0.460966732,-0.265150129,0.72504024
THE VUE,0,-0.613174228,-0.601652075,-0.626859788,534958,0,1, Serangoon,19,-1.51503399,-0.65829337,0.131774878,0.198794392,0.487048819,0.44205383
NOUVELLE PARK,0,0.220885883,-0.13221783,-0.626859788,546684,1,1, Hougang,19,0.134811139,-0.571889002,-0.242279773,-0.080742952,-0.558977844,1.160558884
JADE RESIDENCES,0,0.063395709,-0.220954035,-0.626859788,537016,0,1, Serangoon,19,-1.862369807,0.445023945,0.163671011,0.401492086,0.806341602,0.509671119
HOLLAND COURT,0,-0.416630416,-0.491067044,-0.626859788,278576,0,1, Bukit Timah,10,0.047977185,-0.545303043,0.895832247,0.736671934,-0.184837221,0.26267858
BALMORAL GATE,0,-0.442339092,-0.410770638,-0.074707338,259811,1,1, Tanglin,10,0.134811139,-0.312675898,0.963973986,0.977789453,-0.088853501,0.668949245
SIGNATURE PARK,0,2.503855593,1.336819906,-0.390223024,596738,1,1, Bukit Timah,21,-0.212524678,5.476416765,0.266608531,0.451835305,-0.390516621,0.960375658
THE TROPICA,0,2.645449562,2.195470866,-0.074707338,529771,1,0, Tampines,18,-0.386192586,2.877639232,-0.490199717,-0.353656188,-0.711768255,1.233835236
THE CAPE,0,-0.593745533,-0.482114547,0.524772465,439872,0,1, Marine Parade,15,-1.601867944,-0.186392591,0.97557258,1.085099997,1.679989339,1.648548726
THE GRANGE,0,0.112850568,0.066117448,-0.058931554,249631,1,1, River Valley,10,-1.080864219,-0.060109284,2.099186358,1.836273807,1.368531962,0.981038262
HAPPY MANSION,0,-0.515932631,8.37E-11,-2.55E-10,369736,0,1, Geylang,13,1.61098836,-0.532010063,-0.513396904,-0.551054596,-0.627537644,0.53121154
WATERMARK ROBERTSON QUAY,0,0.041121398,0.228051163,0.477445112,238212,0,1, Singapore River,9,-1.080864219,-0.518717083,1.00311924,0.998986598,0.048266099,0.686750942
NATHAN SUITES,0,-0.349709357,-0.34033381,-0.106258907,248743,1,1, Tanglin,10,-1.601867944,-0.259503979,1.343827934,1.275874298,1.952269688,1.003954376
HILLVIEW REGENCY,0,1.462556076,1.827748032,0.477445112,659920,1,0, Bukit Batok,23,-0.907196311,3.110266377,-0.52209585,-0.242371179,-0.553101289,1.109293313
PINEHURST CONDOMINIUM,0,-0.382286764,-0.471702832,-0.626859788,425569,1,1, Bedok,15,0.221645093,-0.419019736,-0.130643308,-0.050272056,-0.574648655,1.01032917
SPRINGVALE,0,-0.522605112,-0.385766747,0.635202955,459107,0,1, Bedok,15,0.047977185,-0.452252185,-0.071200514,-0.146984028,-0.410105135,1.36238476
CHELSEA GROVE,0,-0.655171607,-0.545531355,0.635202955,328626,0,1, Novena,12,-0.994030265,-0.538656553,0.136124351,0.042465451,-0.754862987,0.900430454
TOMLINSON HEIGHTS,0,-0.07819826,0.093763706,0.477445112,247855,1,1, Tanglin,10,-1.601867944,-0.645000391,3.560609182,4.238175246,3.515433128,0.599687679
VICTORY POINT,0,-0.747506968,-0.65694459,0.635202955,329722,0,1, Novena,12,0.047977185,-0.000290875,2.750157437,3.62E-10,0,0.998942896
BUKIT REGENCY,0,1.646932423,0.668813754,-0.626859788,588132,1,1, Bukit Timah,21,0.047977185,0.797287908,0.124525757,0.135202958,-0.459076421,0.846039951
LEONIE GARDENS,0,1.085266532,1.76279313,0.477445112,239224,1,0, River Valley,9,0.221645093,0.22568978,0.558023202,1.014884456,-0.417940541,0.622836423
ST THOMAS COURT,0,-0.705313339,-0.612142666,0.46955722,238120,0,1, River Valley,9,0.221645093,-0.618414431,0.647912304,0.510127452,0.134455562,0.436939951
JUPITER 18,0,-0.596885524,-0.596130711,-0.666299249,426608,0,1, Geylang,15,-1.601867944,-0.339261857,-0.046553502,0.409441016,0.316628745,0.556662349
DUNEARN SUITES,0,-0.677445918,-0.63777757,-0.626859788,289609,0,1, Bukit Timah,11,-1.341366082,-0.518717083,0.817541739,0.998986598,1.100169316,0.39926484
CASCADALE,0,0.748306247,0.287208633,-0.469101946,486858,1,1, Tampines,16,0.134811139,0.199103821,-0.461203232,-0.422546907,-0.686303187,0.46620056
HARBOUR VIEW TOWERS,0,0.500737581,0.385133965,-0.074707338,109258,1,0, Bukit Merah,4,0.134811139,0.332033618,0.086830327,0.111356171,-0.527636221,0.196038666
CHANGI RISE CONDOMINIUM,0,3.373829351,1.975641707,-0.469101946,528800,1,0, Tampines,18,-0.733528403,3.283075113,-0.59748671,-0.467590839,-0.686303187,0.583997029
ST REGIS RESIDENCES SINGAPORE,0,0.616426625,1.885170216,1.897265699,247912,0,0, Orchard,10,-1.080864219,0.458316925,1.667138738,4.248773819,2.357751933,0.729377969
HILL HOUSE,0,-0.648695376,-0.548292037,0.477445112,239666,0,0, River Valley,9,0.047977185,-0.21297855,2.335507708,2.281413842,4.185360316,0.551645772
PEACH GARDEN,0,-0.717284554,8.37E-11,-2.55E-10,437602,0,1, Marine Parade,15,1.784656268,-0.21297855,0.314452731,0.205418499,-0.586401764,1.450959618
ESPIRA RESIDENCE,0,-0.677740293,-0.637974762,-0.626859788,425710,0,1, Bedok,15,-1.167698174,-0.585181982,-0.359715536,-0.213225105,-0.169166409,0.908077481
VILLAGE TOWER,0,-0.199284163,-0.205573093,-0.074707338,276955,1,1, Bukit Timah,10,1.089984635,-0.385787286,0.543524959,0.414740302,-0.466911827,0.412325303
Avenue South Residence,0,1.463242949,2.639546276,1.029597562,168872,0,0, Bukit Merah,3,0.047977185,0.464963415,1.378623716,1.559386106,2.056088813,1.131370972
IKIGAI,0,-8.70E-12,8.37E-11,-2.55E-10,307818,0,1, Novena,11,0.047977185,-0.585181982,1.203194984,1.106297142,2.888600671,0.489878521
HOLLYWOOD APARTMENTS,0,-0.661451589,-0.628825073,-0.626859788,238701,1,1, River Valley,9,0.047977185,-0.66493986,0.408691306,0.291531899,-0.159372152,0.437700404
CAVENAGH COURT,0,-0.263065231,-0.255186492,-0.058931554,229628,0,1, Newton,9,0.047977185,-0.23956451,0.555123553,0.531324597,-0.459076421,0.633734959
